Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Channel,Amount
630,824,9/10/2024,withdrawal,ATM,25296
631,947,3/29/2024,transfer,Online,4593
632,661,5/19/2024,payment,ATM,723
633,99,5/14/2024,withdrawal,Branch,7193
634,588,2/8/2024,withdrawal,Branch,7463
635,282,3/25/2024,deposit,ATM,2317
636,403,5/8/2024,withdrawal,Branch,9163
637,1133,6/24/2024,withdrawal,Online,135494
638,700,12/22/2024,payment,Branch,6164
639,199,8/24/2024,transfer,Branch,1287
640,327,7/7/2024,transfer,Branch,3265
641,154,6/7/2024,withdrawal,ATM,3364
642,552,12/21/2024,withdrawal,Branch,9633
643,405,5/9/2024,transfer,Online,5813
644,462,1/17/2024,payment,Online,1272
645,132,11/30/2024,transfer,Online,5505
646,791,8/27/2024,transfer,Branch,23371
647,874,4/10/2024,deposit,ATM,6772
648,84,4/9/2024,withdrawal,Branch,2792
649,754,5/26/2024,payment,Branch,7831
650,628,8/18/2024,payment,Online,1890
651,1133,5/4/2024,transfer,Branch,64075
652,221,9/7/2024,withdrawal,ATM,3225
653,553,10/11/2024,payment,Branch,3639
654,1171,2/7/2024,payment,Online,54490
655,112,12/1/2024,deposit,ATM,706
656,615,5/6/2024,deposit,Online,6841
657,924,12/31/2024,withdrawal,ATM,12779
658,475,11/7/2024,withdrawal,Online,6834
659,836,10/6/2024,withdrawal,Online,25566
660,271,6/18/2024,withdrawal,Online,4259
661,421,1/19/2024,deposit,Branch,693
662,707,7/21/2024,payment,Online,1632
663,40,5/26/2024,deposit,Online,8776
664,189,3/29/2024,transfer,Online,6158
665,1188,12/9/2024,transfer,Online,76687
666,994,8/6/2024,deposit,Branch,10581
667,536,9/30/2024,transfer,Branch,3944
668,1028,8/31/2024,withdrawal,Online,4161
669,290,2/24/2024,deposit,Branch,9551
670,433,5/3/2024,deposit,ATM,5751
671,471,8/21/2024,transfer,Branch,9292
672,1205,11/14/2024,payment,Branch,111186
673,628,9/20/2024,withdrawal,Branch,9145
674,279,6/5/2024,transfer,Online,1498
675,877,12/25/2024,withdrawal,Online,20965
676,581,5/20/2024,payment,Branch,2214
677,863,5/9/2024,payment,ATM,6506
678,254,2/15/2024,payment,Branch,1096
679,181,3/30/2024,transfer,ATM,4639
680,681,10/12/2024,withdrawal,Branch,3837
681,825,3/24/2024,withdrawal,ATM,16730
682,700,2/22/2024,withdrawal,ATM,9806
683,566,9/12/2024,deposit,Online,9506
684,680,10/17/2024,withdrawal,ATM,3074
685,391,9/20/2024,deposit,Branch,8971
686,1109,10/12/2024,withdrawal,ATM,20942
687,212,3/3/2024,deposit,ATM,2887
688,384,4/4/2024,withdrawal,ATM,744
689,342,1/9/2024,deposit,Branch,534
690,844,7/16/2024,payment,Online,19105
691,1062,2/28/2024,deposit,ATM,14432
692,420,11/19/2024,payment,Branch,8821
693,751,3/3/2024,deposit,Branch,6828
694,1193,5/31/2024,withdrawal,Online,31918
695,306,2/17/2024,transfer,ATM,6786
696,702,10/10/2024,transfer,Online,4354
697,869,5/4/2024,deposit,Branch,23295
698,537,1/25/2024,payment,Online,8861
699,1136,10/8/2024,withdrawal,ATM,120399
700,206,6/7/2024,payment,Branch,5658
701,1209,12/12/2024,deposit,ATM,92940
702,496,4/11/2024,deposit,Online,559
703,1071,7/25/2024,withdrawal,ATM,29371
704,504,5/22/2024,transfer,Branch,6563
705,1046,7/13/2024,payment,ATM,21278
706,213,1/11/2024,deposit,Online,5929
707,310,12/8/2024,payment,Online,7591
708,661,2/17/2024,deposit,ATM,4901
709,753,7/8/2024,transfer,ATM,6938
710,272,12/26/2024,withdrawal,Online,1979
711,938,8/16/2024,transfer,ATM,2051
712,1226,11/10/2024,transfer,Branch,114549
713,32,1/22/2024,deposit,Online,8191
714,443,4/9/2024,payment,Online,9702
715,162,4/13/2024,transfer,Branch,9482
716,767,7/12/2024,payment,ATM,6614
717,254,11/6/2024,payment,ATM,6863
718,521,4/29/2024,payment,Branch,9150
719,977,9/23/2024,deposit,Online,20200
720,10,12/15/2024,payment,Branch,9169
721,726,7/5/2024,deposit,Online,1690
722,505,4/2/2024,transfer,Online,7524
723,785,2/9/2024,payment,Online,29652
724,436,12/20/2024,withdrawal,ATM,882
725,1135,2/14/2024,withdrawal,Online,15839
726,153,8/20/2024,withdrawal,Online,6373
727,917,6/3/2024,deposit,Branch,2481
728,869,10/19/2024,transfer,ATM,2191
729,1126,8/24/2024,transfer,Online,29094
730,753,6/9/2024,deposit,Online,8863
731,1215,8/21/2024,transfer,Branch,137574
732,563,12/9/2024,withdrawal,Online,1978
733,1105,7/16/2024,withdrawal,ATM,11725
734,489,10/4/2024,withdrawal,Online,2082
735,895,11/7/2024,payment,ATM,5011
736,1112,5/16/2024,withdrawal,ATM,16278
737,1218,11/4/2024,payment,Online,46939
738,104,10/27/2024,deposit,Online,8892
739,1120,12/28/2024,transfer,Branch,3749
740,1222,5/16/2024,withdrawal,ATM,106060
741,1025,10/10/2024,transfer,Branch,28978
742,1007,7/9/2024,payment,ATM,11622
743,407,8/10/2024,withdrawal,ATM,5725
744,167,3/13/2024,withdrawal,Online,9969
745,509,1/1/2024,deposit,Branch,8641
746,313,2/2/2024,payment,ATM,1315
747,763,6/24/2024,payment,Online,25072
748,681,8/23/2024,withdrawal,ATM,1365
749,477,5/22/2024,payment,ATM,2728
750,73,3/24/2024,transfer,Branch,8742
751,1165,1/3/2024,deposit,ATM,83399
752,582,9/23/2024,withdrawal,ATM,8454
753,262,8/19/2024,withdrawal,ATM,4789
754,245,8/2/2024,deposit,Online,2732
755,561,7/10/2024,deposit,Online,9384
756,1100,1/31/2024,transfer,Branch,4159
757,175,2/16/2024,deposit,Branch,1466
758,109,1/1/2024,withdrawal,Online,6591
759,183,12/2/2024,deposit,Online,2289
760,192,8/6/2024,deposit,Branch,3546
761,65,7/4/2024,withdrawal,Online,1214
762,963,10/18/2024,withdrawal,ATM,3744
763,1124,1/17/2024,payment,ATM,21495
764,864,8/8/2024,transfer,Branch,28531
765,1152,1/3/2024,payment,Online,13855
766,369,9/15/2024,transfer,Branch,1919
767,851,6/16/2024,transfer,ATM,25310
768,43,10/17/2024,payment,Online,2807
769,488,10/20/2024,withdrawal,Online,9598
770,78,3/8/2024,transfer,Online,6146
771,826,2/29/2024,payment,Branch,17473
772,674,11/15/2024,withdrawal,Online,1943
773,701,6/8/2024,deposit,ATM,3812
774,759,1/19/2024,transfer,Online,1658
775,728,3/19/2024,transfer,Branch,1243
776,925,11/8/2024,payment,ATM,23757
777,902,4/3/2024,deposit,Online,24433
778,889,4/19/2024,transfer,Online,11724
779,993,9/25/2024,withdrawal,Online,10389
780,1192,8/3/2024,deposit,Online,49684
781,339,10/6/2024,payment,ATM,4972
782,193,8/17/2024,withdrawal,Branch,7533
783,283,4/22/2024,transfer,Online,9477
784,390,9/14/2024,withdrawal,Branch,9379
785,1000,3/31/2024,transfer,ATM,11949
786,525,11/18/2024,transfer,Online,6768
787,659,10/3/2024,deposit,Online,2759
788,716,1/28/2024,payment,Online,5972
789,891,12/26/2024,deposit,Online,11066
790,1113,8/17/2024,transfer,Online,13799
791,1119,7/5/2024,payment,ATM,4623
792,452,10/16/2024,withdrawal,Branch,3874
793,428,10/31/2024,deposit,Branch,659
794,1175,6/15/2024,deposit,ATM,97374
795,1046,11/18/2024,transfer,Branch,18167
796,883,12/7/2024,deposit,ATM,2902
797,313,2/12/2024,deposit,Online,2133
798,840,9/16/2024,payment,ATM,27523
799,519,3/13/2024,transfer,Online,812
800,1230,8/15/2024,payment,ATM,194591
801,375,3/27/2024,deposit,Online,3402
802,451,4/29/2024,transfer,Online,6577
803,1015,2/12/2024,withdrawal,ATM,24892
804,595,12/7/2024,withdrawal,ATM,1854
805,1203,6/9/2024,transfer,ATM,124750
806,1234,3/21/2024,payment,Branch,12772
807,500,2/10/2024,transfer,ATM,1331
808,464,4/19/2024,withdrawal,Online,6025
809,1148,12/17/2024,transfer,Online,181619
810,113,1/17/2024,payment,Online,6067
811,1036,9/9/2024,deposit,Online,3436
812,1150,4/7/2024,withdrawal,Online,194597
813,331,1/26/2024,transfer,Branch,9523
814,140,11/25/2024,deposit,ATM,6499
815,902,2/3/2024,deposit,ATM,23837
816,1121,5/27/2024,withdrawal,Online,14867
817,517,4/14/2024,deposit,ATM,699
818,569,6/27/2024,withdrawal,ATM,5045
819,846,8/7/2024,deposit,Branch,9029
820,1093,12/23/2024,transfer,ATM,22040
821,118,10/4/2024,transfer,Branch,1679
822,888,2/18/2024,withdrawal,Branch,22100
823,1083,11/11/2024,withdrawal,Branch,13036
824,1057,6/26/2024,withdrawal,Online,13769
825,50,6/23/2024,withdrawal,ATM,9791
826,19,7/17/2024,deposit,ATM,6420
827,726,7/27/2024,payment,Branch,1471
828,197,1/7/2024,deposit,Online,9963
829,559,8/7/2024,deposit,ATM,9858
830,452,7/17/2024,payment,Online,9457
831,289,1/23/2024,withdrawal,Online,4805
832,1165,5/16/2024,withdrawal,Branch,141322
833,1108,12/5/2024,withdrawal,Branch,9137
834,391,6/6/2024,transfer,ATM,5234
835,215,1/2/2024,payment,Online,836
836,215,7/12/2024,withdrawal,Online,8011
837,128,1/5/2024,withdrawal,ATM,5875
838,760,1/6/2024,deposit,Online,6200
839,404,7/13/2024,transfer,Online,3981
840,1053,7/19/2024,withdrawal,Online,6260
841,338,8/23/2024,transfer,ATM,2232
842,831,2/1/2024,withdrawal,Branch,21074
843,714,12/25/2024,withdrawal,ATM,9882
844,361,6/6/2024,transfer,ATM,4126
845,569,1/8/2024,deposit,Branch,1642
846,218,11/25/2024,payment,Branch,1152
847,202,7/1/2024,withdrawal,ATM,1260
848,17,10/11/2024,payment,Branch,9363
849,322,5/4/2024,deposit,ATM,4649
850,518,2/15/2024,payment,Online,2411
851,681,4/22/2024,withdrawal,Branch,7775
852,1106,5/24/2024,transfer,Online,2212
853,425,10/15/2024,payment,Online,5973
854,1228,4/5/2024,deposit,ATM,158266
855,1019,10/30/2024,payment,Online,21445
856,387,7/21/2024,deposit,ATM,3244
857,778,5/3/2024,payment,Branch,29628
858,98,1/5/2024,withdrawal,Online,3435
859,208,6/30/2024,withdrawal,ATM,6562
860,586,8/24/2024,payment,ATM,4691
861,166,1/1/2024,payment,ATM,2565
862,22,6/25/2024,withdrawal,ATM,1988
863,154,1/4/2024,withdrawal,ATM,9523
864,219,12/24/2024,withdrawal,ATM,7568
865,669,2/4/2024,transfer,Branch,3300
866,230,9/24/2024,payment,Branch,2539
867,20,12/17/2024,transfer,Branch,570
868,553,8/10/2024,deposit,ATM,2047
869,950,8/11/2024,withdrawal,Branch,18486
870,148,6/19/2024,deposit,Branch,6585
871,1132,6/9/2024,payment,Branch,164282
872,403,3/26/2024,deposit,Online,8207
873,596,9/21/2024,deposit,Branch,9609
874,367,6/22/2024,withdrawal,Online,1324
875,802,12/24/2024,withdrawal,ATM,19530
876,918,7/11/2024,withdrawal,Branch,19940
877,1158,9/2/2024,withdrawal,Branch,162537
878,73,6/18/2024,transfer,ATM,5023
879,481,9/20/2024,withdrawal,ATM,2072
880,560,3/24/2024,deposit,ATM,8311
881,745,10/9/2024,withdrawal,Branch,3410
882,100,10/1/2024,withdrawal,Branch,5325
883,1083,4/27/2024,withdrawal,Branch,29481
884,508,1/31/2024,transfer,ATM,3047
885,258,5/22/2024,payment,Online,5045
886,413,3/8/2024,deposit,ATM,3963
887,1089,7/3/2024,withdrawal,Branch,15810
888,595,12/10/2024,withdrawal,Branch,667
889,1178,1/7/2024,withdrawal,ATM,174443
890,266,1/26/2024,transfer,Branch,3905
891,821,3/17/2024,withdrawal,ATM,24802
892,1103,8/12/2024,payment,Online,6278
893,662,12/22/2024,deposit,ATM,2583
894,947,4/9/2024,deposit,ATM,14220
895,560,2/17/2024,payment,Online,8746
896,917,7/27/2024,transfer,Online,3541
897,891,1/2/2024,deposit,Online,8456
898,868,10/31/2024,withdrawal,Online,25437
899,610,8/23/2024,transfer,Online,7986
900,414,11/8/2024,withdrawal,ATM,2072
901,25,12/16/2024,deposit,Branch,1663
902,284,11/2/2024,deposit,Online,3152
903,881,12/17/2024,deposit,Online,24368
904,301,7/12/2024,deposit,ATM,5391
905,1092,9/28/2024,withdrawal,ATM,21072
906,1031,1/15/2024,transfer,ATM,27728
907,817,10/4/2024,transfer,ATM,29595
908,1161,7/17/2024,payment,ATM,172552
909,1188,10/17/2024,deposit,ATM,49540
910,83,8/2/2024,payment,ATM,2441
911,1097,1/29/2024,transfer,Online,18419
912,46,7/7/2024,payment,Online,9628
913,618,1/21/2024,payment,ATM,8044
914,928,7/20/2024,withdrawal,ATM,24951
915,262,9/19/2024,payment,Online,9844
916,176,1/31/2024,transfer,Branch,6425
917,1190,5/10/2024,transfer,Branch,85219
918,657,8/13/2024,payment,Online,1092
919,842,12/16/2024,transfer,Branch,8433
920,370,4/25/2024,payment,Online,3589
921,54,6/3/2024,payment,ATM,639
922,690,4/7/2024,withdrawal,ATM,7932
923,1151,3/9/2024,payment,ATM,111014
924,367,5/31/2024,withdrawal,Online,1949
925,644,7/29/2024,withdrawal,Branch,4046
926,379,12/1/2024,transfer,Online,6128
927,73,2/21/2024,deposit,Branch,2978
928,915,9/9/2024,deposit,Branch,26082
929,860,7/27/2024,withdrawal,Branch,22407
930,43,6/8/2024,deposit,Branch,4433
931,377,12/15/2024,payment,Online,9853
932,1065,4/12/2024,transfer,ATM,9228
933,170,5/24/2024,payment,ATM,2695
934,212,12/7/2024,deposit,Online,6490
935,39,4/30/2024,withdrawal,ATM,9210
936,369,4/13/2024,deposit,Branch,4771
937,757,2/9/2024,deposit,Branch,4446
938,151,12/8/2024,payment,Online,6493
939,1135,7/10/2024,transfer,Online,17337
940,1071,7/18/2024,transfer,Online,17299
941,1024,8/20/2024,payment,Branch,12840
942,737,11/21/2024,transfer,ATM,4895
943,69,5/2/2024,payment,Online,6406
944,299,8/29/2024,transfer,Online,9745
945,944,10/31/2024,payment,ATM,14670
946,802,4/16/2024,transfer,ATM,16119
947,296,3/31/2024,transfer,Online,1795
948,203,1/12/2024,deposit,Branch,6561
949,61,11/12/2024,transfer,Branch,5940
950,946,6/23/2024,withdrawal,Online,4868
951,963,3/14/2024,transfer,Online,21527
952,1185,7/14/2024,payment,Online,160920
953,331,4/3/2024,deposit,ATM,7818
954,338,8/20/2024,transfer,ATM,721
955,639,7/7/2024,deposit,Online,4425
956,275,7/16/2024,deposit,Online,3475
957,1188,12/7/2024,transfer,Branch,23799
958,319,10/25/2024,withdrawal,ATM,9420
959,589,7/31/2024,deposit,Online,3079
960,504,6/7/2024,withdrawal,Branch,5689
961,387,8/19/2024,payment,ATM,1414
962,870,8/22/2024,withdrawal,ATM,23554
963,833,1/10/2024,deposit,Branch,24304
964,1015,12/17/2024,deposit,Online,23155
965,603,7/1/2024,withdrawal,ATM,9197
966,691,2/10/2024,transfer,Branch,2470
967,494,8/16/2024,deposit,Branch,9494
968,490,6/11/2024,withdrawal,ATM,5101
969,721,12/2/2024,transfer,Branch,6443
970,1097,8/9/2024,payment,Online,7774
971,509,12/14/2024,payment,ATM,4875
972,390,9/11/2024,withdrawal,Branch,2342
973,295,11/27/2024,deposit,Branch,3180
974,796,7/29/2024,transfer,Branch,19335
975,865,3/16/2024,withdrawal,Online,28881
976,549,8/19/2024,withdrawal,Branch,8082
977,649,7/23/2024,transfer,Online,7544
978,568,4/9/2024,payment,ATM,3585
979,1211,5/22/2024,deposit,Branch,39222
980,853,1/24/2024,transfer,ATM,29112
981,770,8/12/2024,deposit,ATM,28662
982,445,6/15/2024,deposit,ATM,6520
983,363,3/18/2024,payment,Branch,914
984,123,3/6/2024,deposit,Online,3419
985,1212,6/12/2024,payment,Branch,58839
986,742,3/2/2024,payment,ATM,3692
987,680,4/26/2024,deposit,ATM,5433
988,420,9/27/2024,deposit,Online,7020
989,92,1/18/2024,withdrawal,ATM,3194
990,63,7/12/2024,transfer,Online,3745
991,512,9/22/2024,payment,ATM,3025
992,1163,1/14/2024,withdrawal,Branch,198965
993,1209,9/5/2024,withdrawal,Online,175456
994,1229,7/10/2024,transfer,Branch,43507
995,772,4/19/2024,withdrawal,ATM,24376
996,1238,3/18/2024,payment,ATM,54296
997,256,9/24/2024,withdrawal,ATM,3614
998,135,7/5/2024,payment,Branch,5207
999,875,4/23/2024,transfer,ATM,24724
1000,822,4/26/2024,payment,Online,6233
1001,88,9/16/2024,transfer,ATM,1927
1002,988,7/22/2024,deposit,ATM,17385
1003,1231,8/23/2024,deposit,Branch,154500
1004,1153,7/18/2024,payment,ATM,59135
1005,823,9/15/2024,withdrawal,ATM,27050
1006,1027,1/20/2024,deposit,ATM,14488
1007,974,3/4/2024,withdrawal,Online,18101
1008,934,6/30/2024,withdrawal,Branch,5269
1009,121,11/19/2024,withdrawal,Branch,9678
1010,1062,9/9/2024,payment,Branch,4937
1011,1008,5/14/2024,transfer,Online,26970
1012,925,4/12/2024,transfer,Online,17678
1013,645,3/8/2024,withdrawal,ATM,4803
1014,714,12/19/2024,withdrawal,ATM,4050
1015,860,12/30/2024,deposit,Branch,7288
1016,21,11/7/2024,transfer,Online,2238
1017,242,6/26/2024,withdrawal,Branch,3022
1018,455,4/1/2024,transfer,Online,3516
1019,963,7/12/2024,withdrawal,Branch,3873
1020,621,4/18/2024,transfer,Branch,6030
1021,303,7/18/2024,withdrawal,Branch,1307
1022,803,9/2/2024,withdrawal,ATM,27898
1023,964,2/28/2024,deposit,Online,23225
1024,69,12/16/2024,payment,Online,7001
1025,1153,4/30/2024,deposit,Online,37404
1026,196,4/27/2024,transfer,ATM,5665
1027,140,6/14/2024,withdrawal,ATM,9702
1028,283,4/22/2024,payment,ATM,1675
1029,312,12/4/2024,deposit,Branch,7074
1030,746,12/5/2024,payment,ATM,5199
1031,277,8/30/2024,transfer,Online,9853
1032,61,6/9/2024,transfer,Online,1536
1033,52,7/4/2024,transfer,Online,1237
1034,153,2/7/2024,withdrawal,Branch,9817
1035,544,7/7/2024,deposit,Online,1602
1036,567,2/6/2024,deposit,Branch,4885
1037,622,6/17/2024,payment,Online,6106
1038,1201,10/18/2024,deposit,Branch,14432
1039,314,10/30/2024,withdrawal,Branch,6659
1040,807,8/18/2024,payment,Online,12519
1041,848,4/4/2024,deposit,Online,28373
1042,97,3/11/2024,deposit,Online,508
1043,881,8/10/2024,withdrawal,Branch,7528
1044,1237,2/6/2024,payment,ATM,13908
1045,829,12/4/2024,deposit,ATM,6454
1046,137,2/7/2024,withdrawal,Branch,5537
1047,1030,8/8/2024,payment,Online,9983
1048,1011,10/17/2024,payment,Online,19431
1049,109,10/16/2024,payment,ATM,1095
1050,547,3/25/2024,payment,Online,1715
1051,1063,4/28/2024,deposit,Branch,17855
1052,662,3/8/2024,payment,Branch,3537
1053,425,12/11/2024,deposit,Online,6879
1054,630,12/22/2024,payment,Branch,6056
1055,261,8/3/2024,transfer,ATM,9424
1056,87,11/19/2024,transfer,ATM,3907
1057,465,11/4/2024,deposit,Branch,2388
1058,76,6/17/2024,transfer,ATM,6762
1059,471,9/19/2024,transfer,ATM,1005
1060,414,3/4/2024,withdrawal,ATM,4320
1061,825,3/2/2024,deposit,Online,7195
1062,895,1/13/2024,transfer,Online,29596
1063,726,5/19/2024,transfer,Branch,6695
1064,457,5/25/2024,payment,ATM,7972
1065,653,1/1/2024,withdrawal,Online,1318
1066,672,8/25/2024,payment,Online,9695
1067,495,10/5/2024,payment,Online,5565
1068,1069,6/1/2024,payment,Branch,15137
1069,597,6/7/2024,deposit,Online,7875
1070,450,7/16/2024,transfer,Online,3798
1071,485,5/11/2024,transfer,ATM,1053
1072,646,7/27/2024,withdrawal,Online,877
1073,620,12/23/2024,withdrawal,Online,5656
1074,1042,1/20/2024,payment,Online,8526
1075,662,8/6/2024,withdrawal,Online,9757
1076,758,2/10/2024,deposit,Branch,7731
1077,289,11/28/2024,transfer,ATM,9764
1078,721,12/22/2024,payment,ATM,9827
1079,638,4/15/2024,deposit,Branch,5760
1080,235,10/30/2024,payment,Branch,6577
1081,416,4/1/2024,transfer,Online,630
1082,938,3/23/2024,withdrawal,Online,5608
1083,499,12/11/2024,withdrawal,Online,7275
1084,974,4/30/2024,deposit,Online,11820
1085,634,9/25/2024,transfer,Branch,5251
1086,1020,6/27/2024,transfer,Online,14893
1087,115,5/6/2024,transfer,Online,7620
1088,932,5/14/2024,transfer,Branch,26697
1089,674,6/6/2024,transfer,ATM,4127
1090,1035,6/5/2024,deposit,Online,27942
1091,206,11/4/2024,withdrawal,Branch,9828
1092,247,12/27/2024,transfer,Online,4472
1093,758,8/18/2024,transfer,ATM,9975
1094,1151,5/18/2024,payment,Online,160711
1095,147,9/26/2024,withdrawal,ATM,781
1096,118,1/25/2024,transfer,Branch,4178
1097,412,3/6/2024,payment,Branch,7383
1098,363,10/21/2024,transfer,ATM,4080
1099,137,3/21/2024,deposit,ATM,4582
1100,1199,8/16/2024,withdrawal,ATM,159686
1101,958,3/29/2024,deposit,Online,24651
1102,19,9/2/2024,transfer,Online,1210
1103,195,6/27/2024,withdrawal,Online,8996
1104,330,7/8/2024,transfer,Online,7263
1105,175,3/5/2024,deposit,ATM,2661
1106,1002,1/22/2024,transfer,Online,2332
1107,449,8/9/2024,transfer,Online,9784
1108,946,3/16/2024,withdrawal,Branch,4100
1109,141,1/15/2024,withdrawal,Branch,1394
1110,758,2/24/2024,withdrawal,ATM,6328
1111,930,8/24/2024,transfer,Online,8685
1112,93,9/27/2024,payment,ATM,6336
1113,239,10/25/2024,transfer,Branch,5919
1114,205,1/2/2024,payment,ATM,8222
1115,560,11/8/2024,withdrawal,ATM,9898
1116,245,12/27/2024,transfer,Branch,4777
1117,832,4/6/2024,transfer,Branch,11776
1118,925,7/22/2024,payment,ATM,12723
1119,295,2/7/2024,withdrawal,Branch,1886
1120,640,7/8/2024,deposit,ATM,9523
1121,856,4/3/2024,withdrawal,Online,11719
1122,17,12/9/2024,withdrawal,ATM,3081
1123,71,4/9/2024,transfer,Online,4574
1124,305,4/3/2024,transfer,Online,5296
1125,1031,12/1/2024,deposit,ATM,8812
1126,817,4/28/2024,payment,Branch,11871
1127,1127,7/31/2024,payment,Branch,161898
1128,821,1/15/2024,deposit,Branch,29236
1129,193,12/29/2024,withdrawal,Branch,5641
1130,529,7/14/2024,deposit,ATM,5097
1131,171,11/27/2024,payment,Online,1969
1132,251,2/2/2024,payment,Online,5186
1133,1231,1/20/2024,transfer,ATM,59367
1134,541,1/30/2024,withdrawal,ATM,5718
1135,416,7/6/2024,deposit,ATM,9291
1136,794,10/13/2024,transfer,Online,7307
1137,1168,6/22/2024,withdrawal,Online,112457
1138,25,3/22/2024,withdrawal,ATM,6017
1139,668,9/23/2024,withdrawal,Branch,2686
1140,1097,4/29/2024,deposit,ATM,27991
1141,632,3/9/2024,transfer,Online,766
1142,1117,2/25/2024,withdrawal,ATM,20796
1143,505,4/27/2024,deposit,ATM,663
1144,336,5/9/2024,payment,Online,3732
1145,425,2/4/2024,deposit,Branch,7724
1146,499,8/21/2024,transfer,ATM,7508
1147,947,8/6/2024,withdrawal,Online,16337
1148,630,6/10/2024,withdrawal,Branch,6191
1149,1223,3/29/2024,transfer,Branch,24854
1150,718,4/17/2024,deposit,ATM,6565
1151,339,4/28/2024,transfer,Online,3335
1152,659,4/30/2024,deposit,ATM,3295
1153,962,3/8/2024,deposit,ATM,10875
1154,429,5/31/2024,payment,ATM,9350
1155,899,10/24/2024,deposit,ATM,28199
1156,139,3/24/2024,withdrawal,Branch,7941
1157,942,3/8/2024,transfer,ATM,28118
1158,542,1/30/2024,payment,Branch,6616
1159,57,5/12/2024,payment,Branch,7276
1160,658,8/31/2024,payment,Online,2164
1161,435,7/30/2024,deposit,Branch,4767
1162,384,5/15/2024,deposit,Online,3496
1163,560,11/23/2024,withdrawal,Branch,6394
1164,194,3/19/2024,payment,Branch,7720
1165,534,6/22/2024,deposit,ATM,2930
1166,518,6/11/2024,deposit,Branch,3048
1167,716,7/16/2024,payment,Branch,6123
1168,751,12/30/2024,transfer,Branch,5116
1169,185,5/6/2024,payment,ATM,2915
1170,292,8/19/2024,deposit,ATM,3574
1171,732,3/7/2024,deposit,ATM,2133
1172,116,3/2/2024,payment,Branch,1272
1173,825,4/30/2024,transfer,Branch,3375
1174,1073,7/31/2024,deposit,Branch,20114
1175,685,8/20/2024,deposit,Online,1711
1176,82,12/21/2024,deposit,Branch,5273
1177,834,11/2/2024,withdrawal,Online,9390
1178,333,10/27/2024,transfer,Branch,2196
1179,557,4/1/2024,transfer,Branch,6315
1180,335,9/9/2024,deposit,ATM,2292
1181,532,3/13/2024,payment,Online,3375
1182,221,5/7/2024,withdrawal,Branch,4670
1183,635,4/3/2024,withdrawal,ATM,7944
1184,323,5/28/2024,withdrawal,ATM,6409
1185,3,7/11/2024,withdrawal,Online,2351
1186,206,12/16/2024,transfer,Branch,5751
1187,40,4/8/2024,withdrawal,Branch,6766
1188,59,12/20/2024,withdrawal,ATM,524
1189,951,5/30/2024,transfer,Online,11499
1190,574,6/5/2024,payment,Branch,803
1191,644,1/7/2024,transfer,Online,5916
1192,843,3/26/2024,deposit,Online,2681
1193,1146,12/15/2024,payment,Branch,170917
1194,619,2/6/2024,transfer,ATM,6223
1195,96,9/11/2024,transfer,Branch,7843
1196,898,4/3/2024,payment,Online,25002
1197,1086,12/2/2024,withdrawal,ATM,22796
1198,561,7/31/2024,withdrawal,Online,5686
1199,905,8/19/2024,payment,Online,8061
1200,348,3/28/2024,withdrawal,Online,5724
1201,671,3/19/2024,deposit,Online,9793
1202,1148,7/23/2024,transfer,Branch,31116
1203,317,3/13/2024,withdrawal,ATM,1871
1204,719,10/20/2024,withdrawal,ATM,6543
1205,1072,5/26/2024,deposit,ATM,21415
1206,1160,7/29/2024,withdrawal,ATM,94562
1207,1225,10/29/2024,transfer,Online,49750
1208,250,4/29/2024,payment,ATM,7090
1209,314,12/8/2024,withdrawal,Branch,8090
1210,807,3/29/2024,transfer,Branch,15389
1211,485,1/22/2024,payment,Online,3447
1212,1235,6/20/2024,transfer,Branch,29922
1213,44,1/14/2024,transfer,ATM,8927
1214,571,4/14/2024,deposit,ATM,3687
1215,583,1/21/2024,deposit,Online,9319
1216,1116,9/30/2024,withdrawal,Branch,20805
1217,895,2/2/2024,deposit,ATM,7145
1218,220,2/18/2024,withdrawal,ATM,2987
1219,925,5/31/2024,deposit,Branch,14193
1220,401,10/2/2024,withdrawal,Online,6602
1221,727,8/1/2024,payment,Online,9403
1222,991,1/5/2024,deposit,Branch,11763
1223,899,9/28/2024,transfer,Online,5595
1224,858,10/2/2024,deposit,Online,20227
1225,804,6/5/2024,withdrawal,Branch,12135
1226,490,1/22/2024,payment,ATM,515
1227,938,9/14/2024,payment,Online,20678
1228,844,9/25/2024,payment,ATM,22915
1229,267,9/23/2024,transfer,Branch,5639
1230,54,11/22/2024,payment,Online,6852
1231,528,6/8/2024,deposit,Branch,7042
1232,616,3/7/2024,withdrawal,Online,7632
1233,1083,4/2/2024,deposit,Branch,23577
1234,1064,8/11/2024,withdrawal,ATM,6617
1235,955,4/8/2024,withdrawal,ATM,4460
1236,386,12/19/2024,deposit,ATM,5507
1237,734,3/24/2024,transfer,Branch,5158
1238,716,2/27/2024,transfer,Branch,4054
1239,650,9/18/2024,deposit,ATM,8456
1240,300,11/10/2024,payment,ATM,8217
1241,395,10/28/2024,transfer,Branch,7156
1242,1231,9/26/2024,deposit,Branch,191050
1243,593,9/20/2024,withdrawal,ATM,3135
1244,514,1/11/2024,deposit,ATM,9503
1245,1202,8/4/2024,payment,ATM,123243
1246,396,12/27/2024,deposit,ATM,3254
1247,371,6/27/2024,withdrawal,Branch,588
1248,858,10/3/2024,transfer,ATM,7285
